,song,artist,track_url,track_id,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
704,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN,5uu28fUesZMl89lf9CLrgN,0.0454,https://api.spotify.com/v1/audio-analysis/5uu28fUesZMl89lf9CLrgN,0.522,193569.0,0.833,0.0,0.0,0.127,-3.715,1.0,0.0575,180.009,4.0,https://api.spotify.com/v1/tracks/5uu28fUesZMl89lf9CLrgN,audio_features,spotify:track:5uu28fUesZMl89lf9CLrgN,0.296
705,Beautiful Trauma,P!nk,https://open.spotify.com/track/2DlIwu1iDTILEMXA7MUotn,2DlIwu1iDTILEMXA7MUotn,0.0868,https://api.spotify.com/v1/audio-analysis/2DlIwu1iDTILEMXA7MUotn,0.412,250053.0,0.619,2.55e-06,7.0,0.4,-6.39,1.0,0.0725,95.977,4.0,https://api.spotify.com/v1/tracks/2DlIwu1iDTILEMXA7MUotn,audio_features,spotify:track:2DlIwu1iDTILEMXA7MUotn,0.234
706,Again,Noah Cyrus,https://open.spotify.com/track/2S2od3hT7ceytw7d1pTRuE,2S2od3hT7ceytw7d1pTRuE,0.188,https://api.spotify.com/v1/audio-analysis/2S2od3hT7ceytw7d1pTRuE,0.664,193962.0,0.738,5.75e-05,9.0,0.135,-4.095,0.0,0.0338,119.973,4.0,https://api.spotify.com/v1/tracks/2S2od3hT7ceytw7d1pTRuE,audio_features,spotify:track:2S2od3hT7ceytw7d1pTRuE,0.203
707,High End,Chris Brown,https://open.spotify.com/track/2XdgSB4TtzUHQYCMfSHbFI,2XdgSB4TtzUHQYCMfSHbFI,0.0144,https://api.spotify.com/v1/audio-analysis/2XdgSB4TtzUHQYCMfSHbFI,0.725,202214.0,0.503,1.52e-06,10.0,0.124,-5.646,1.0,0.209,153.047,4.0,https://api.spotify.com/v1/tracks/2XdgSB4TtzUHQYCMfSHbFI,audio_features,spotify:track:2XdgSB4TtzUHQYCMfSHbFI,0.0636
708,Gorgeous,Taylor Swift,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz,5Gd19NupVe5X8bAqxf9Iaz,0.0652,https://api.spotify.com/v1/audio-analysis/5Gd19NupVe5X8bAqxf9Iaz,0.791,209680.0,0.529,1.25e-05,7.0,0.218,-6.87,1.0,0.175,91.981,4.0,https://api.spotify.com/v1/tracks/5Gd19NupVe5X8bAqxf9Iaz,audio_features,spotify:track:5Gd19NupVe5X8bAqxf9Iaz,0.428
709,Kids in Love,Kygo,https://open.spotify.com/track/2UxfcZJCphbEkfbZ6nLiDx,2UxfcZJCphbEkfbZ6nLiDx,0.435,https://api.spotify.com/v1/audio-analysis/2UxfcZJCphbEkfbZ6nLiDx,0.497,262458.0,0.67,1.25e-06,0.0,0.389,-4.509,1.0,0.0348,121.826,4.0,https://api.spotify.com/v1/tracks/2UxfcZJCphbEkfbZ6nLiDx,audio_features,spotify:track:2UxfcZJCphbEkfbZ6nLiDx,0.236
710,Bedroom Floor,Liam Payne,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ,1pZdegOXTZ2ftINo3oUuRZ,0.301,https://api.spotify.com/v1/audio-analysis/1pZdegOXTZ2ftINo3oUuRZ,0.678,188346.0,0.679,0.000136,1.0,0.112,-7.093,1.0,0.0644,119.977,4.0,https://api.spotify.com/v1/tracks/1pZdegOXTZ2ftINo3oUuRZ,audio_features,spotify:track:1pZdegOXTZ2ftINo3oUuRZ,0.218
711,Patek Water,Future,https://open.spotify.com/track/7r6LNJT2LqpLpEyZQJPygt,7r6LNJT2LqpLpEyZQJPygt,0.274,https://api.spotify.com/v1/audio-analysis/7r6LNJT2LqpLpEyZQJPygt,0.86,189480.0,0.561,0.0,6.0,0.108,-5.757,0.0,0.185,152.984,4.0,https://api.spotify.com/v1/tracks/7r6LNJT2LqpLpEyZQJPygt,audio_features,spotify:track:7r6LNJT2LqpLpEyZQJPygt,0.354
712,Feed Me Dope,Future,https://open.spotify.com/track/3lyeSiAIdLoZUHhV8psOTI,3lyeSiAIdLoZUHhV8psOTI,0.0118,https://api.spotify.com/v1/audio-analysis/3lyeSiAIdLoZUHhV8psOTI,0.853,166693.0,0.688,0.0,8.0,0.151,-6.509,0.0,0.296,150.012,4.0,https://api.spotify.com/v1/tracks/3lyeSiAIdLoZUHhV8psOTI,audio_features,spotify:track:3lyeSiAIdLoZUHhV8psOTI,0.565
713,Anywhere,Rita Ora,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2,7EI6Iki24tBHAMxtb4xQN2,0.0364,https://api.spotify.com/v1/audio-analysis/7EI6Iki24tBHAMxtb4xQN2,0.628,215064.0,0.797,0.0,11.0,0.104,-3.953,0.0,0.0596,106.93,4.0,https://api.spotify.com/v1/tracks/7EI6Iki24tBHAMxtb4xQN2,audio_features,spotify:track:7EI6Iki24tBHAMxtb4xQN2,0.321
714,New,Daya,https://open.spotify.com/track/4tERsdVCLtLtrGdFBf9DGC,4tERsdVCLtLtrGdFBf9DGC,0.052,https://api.spotify.com/v1/audio-analysis/4tERsdVCLtLtrGdFBf9DGC,0.715,230880.0,0.742,2.47e-05,0.0,0.364,-4.331,1.0,0.0347,106.971,4.0,https://api.spotify.com/v1/tracks/4tERsdVCLtLtrGdFBf9DGC,audio_features,spotify:track:4tERsdVCLtLtrGdFBf9DGC,0.322
715,Wolves,Selena Gomez,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,7EmGUiUaOSGDnUUQUDrOXC,0.139,https://api.spotify.com/v1/audio-analysis/7EmGUiUaOSGDnUUQUDrOXC,0.715,197993.0,0.802,0.0,11.0,0.177,-4.647,0.0,0.0394,124.989,4.0,https://api.spotify.com/v1/tracks/7EmGUiUaOSGDnUUQUDrOXC,audio_features,spotify:track:7EmGUiUaOSGDnUUQUDrOXC,0.327
716,Whiskey (feat. A$AP Rocky),Maroon 5,https://open.spotify.com/track/4OEOEsOhlzDqQuewiuPJAc,4OEOEsOhlzDqQuewiuPJAc,0.723,https://api.spotify.com/v1/audio-analysis/4OEOEsOhlzDqQuewiuPJAc,0.597,210422.0,0.41,0.0,7.0,0.106,-8.293,0.0,0.074,103.666,4.0,https://api.spotify.com/v1/tracks/4OEOEsOhlzDqQuewiuPJAc,audio_features,spotify:track:4OEOEsOhlzDqQuewiuPJAc,0.0736
717,On The Loose,Niall Horan,https://open.spotify.com/track/4kVo85bcmBkvMBcJl42XCA,4kVo85bcmBkvMBcJl42XCA,0.00745,https://api.spotify.com/v1/audio-analysis/4kVo85bcmBkvMBcJl42XCA,0.721,223814.0,0.613,2.55e-06,11.0,0.125,-7.051,0.0,0.0332,124.012,4.0,https://api.spotify.com/v1/tracks/4kVo85bcmBkvMBcJl42XCA,audio_features,spotify:track:4kVo85bcmBkvMBcJl42XCA,0.665
718,No Cap,Future,https://open.spotify.com/track/06Gyf2pFDVmN5K8XAawG96,06Gyf2pFDVmN5K8XAawG96,0.00108,https://api.spotify.com/v1/audio-analysis/06Gyf2pFDVmN5K8XAawG96,0.8,144142.0,0.523,0.0,1.0,0.352,-6.578,1.0,0.107,147.057,4.0,https://api.spotify.com/v1/tracks/06Gyf2pFDVmN5K8XAawG96,audio_features,spotify:track:06Gyf2pFDVmN5K8XAawG96,0.379
719,MotorSport,Migos,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,1YZfcVLbbJwfizR5cDOp3q,0.0519,https://api.spotify.com/v1/audio-analysis/1YZfcVLbbJwfizR5cDOp3q,0.901,307660.0,0.529,0.0,2.0,0.179,-4.443,1.0,0.191,138.003,4.0,https://api.spotify.com/v1/tracks/1YZfcVLbbJwfizR5cDOp3q,audio_features,spotify:track:1YZfcVLbbJwfizR5cDOp3q,0.146
720,I Miss You (feat. Julia Michaels),Clean Bandit,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,2xmrfQpmS2iJExTlklLoAL,0.245,https://api.spotify.com/v1/audio-analysis/2xmrfQpmS2iJExTlklLoAL,0.638,205748.0,0.658,3.77e-06,3.0,0.0919,-6.318,1.0,0.0456,105.076,4.0,https://api.spotify.com/v1/tracks/2xmrfQpmS2iJExTlklLoAL,audio_features,spotify:track:2xmrfQpmS2iJExTlklLoAL,0.33
721,Ghostface Killers,21 Savage,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,5u6vkDnOyaf8LsteDAj2ub,0.331,https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub,0.782,268933.0,0.436,1.3e-05,2.0,0.342,-7.033,1.0,0.155,82.994,4.0,https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub,audio_features,spotify:track:5u6vkDnOyaf8LsteDAj2ub,0.243
722,All Falls Down (feat. Juliander),Alan Walker,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,5yFSF6qQA1rcLsQRnBsZgb,0.303,https://api.spotify.com/v1/audio-analysis/5yFSF6qQA1rcLsQRnBsZgb,0.658,199111.0,0.678,0.0,1.0,0.361,-4.407,1.0,0.058,97.976,4.0,https://api.spotify.com/v1/tracks/5yFSF6qQA1rcLsQRnBsZgb,audio_features,spotify:track:5yFSF6qQA1rcLsQRnBsZgb,0.662
723,Thriller,Michael Jackson,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0,3S2R0EVwBSAVMd5UMgKTL0,0.0855,https://api.spotify.com/v1/audio-analysis/3S2R0EVwBSAVMd5UMgKTL0,0.773,357267.0,0.859,0.00018,11.0,0.914,-4.913,1.0,0.0747,118.458,4.0,https://api.spotify.com/v1/tracks/3S2R0EVwBSAVMd5UMgKTL0,audio_features,spotify:track:3S2R0EVwBSAVMd5UMgKTL0,0.813
724,Burning,Sam Smith,https://open.spotify.com/track/7FzhZ7C3NhM1UyqSHV9ytY,7FzhZ7C3NhM1UyqSHV9ytY,0.874,https://api.spotify.com/v1/audio-analysis/7FzhZ7C3NhM1UyqSHV9ytY,0.493,203290.0,0.221,0.0,6.0,0.285,-9.301,1.0,0.0486,82.273,4.0,https://api.spotify.com/v1/tracks/7FzhZ7C3NhM1UyqSHV9ytY,audio_features,spotify:track:7FzhZ7C3NhM1UyqSHV9ytY,0.353
725,Ric Flair Drip (& Metro Boomin),Offset,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,7sO5G9EABYOXQKNPNiE9NR,0.149,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,0.88,172800.0,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,audio_features,spotify:track:7sO5G9EABYOXQKNPNiE9NR,0.333
726,SUTRA,Sebastian Yatra,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5,5TmZYdHW6HJ9gt7Aokuql5,0.0474,https://api.spotify.com/v1/audio-analysis/5TmZYdHW6HJ9gt7Aokuql5,0.746,203853.0,0.745,1.71e-06,9.0,0.15,-3.311,1.0,0.146,180.081,4.0,https://api.spotify.com/v1/tracks/5TmZYdHW6HJ9gt7Aokuql5,audio_features,spotify:track:5TmZYdHW6HJ9gt7Aokuql5,0.828
727,Pills & Automobiles,Chris Brown,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5,5gx2E5aIXMRBellPZW1up5,0.119,https://api.spotify.com/v1/audio-analysis/5gx2E5aIXMRBellPZW1up5,0.82,293435.0,0.696,0.0,7.0,0.232,-4.918,0.0,0.182,144.981,4.0,https://api.spotify.com/v1/tracks/5gx2E5aIXMRBellPZW1up5,audio_features,spotify:track:5gx2E5aIXMRBellPZW1up5,0.617
728,Rap Saved Me,21 Savage,https://open.spotify.com/track/0tdCy39PgWN8LFWu34ORn3,0tdCy39PgWN8LFWu34ORn3,0.00525,https://api.spotify.com/v1/audio-analysis/0tdCy39PgWN8LFWu34ORn3,0.845,257600.0,0.399,0.74,1.0,0.102,-7.509,1.0,0.309,143.049,4.0,https://api.spotify.com/v1/tracks/0tdCy39PgWN8LFWu34ORn3,audio_features,spotify:track:0tdCy39PgWN8LFWu34ORn3,0.148
729,Too Good At Goodbyes,Sam Smith,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1mXVgsBdtIVeCLJnSnmtdV,0.652,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,0.698,201000.0,0.375,0.0,5.0,0.173,-8.279,1.0,0.0491,91.92,4.0,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,audio_features,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,0.534
730,Call It What You Want,Taylor Swift,https://open.spotify.com/track/0tDfp0vFR95Gg6Mrhza3lX,0tDfp0vFR95Gg6Mrhza3lX,0.193,https://api.spotify.com/v1/audio-analysis/0tDfp0vFR95Gg6Mrhza3lX,0.599,203507.0,0.508,0.000177,9.0,0.329,-9.894,1.0,0.105,163.957,4.0,https://api.spotify.com/v1/tracks/0tDfp0vFR95Gg6Mrhza3lX,audio_features,spotify:track:0tDfp0vFR95Gg6Mrhza3lX,0.269
731,One Last Song,Sam Smith,https://open.spotify.com/track/01uk7IzZyFNfQTDBXxx6NB,01uk7IzZyFNfQTDBXxx6NB,0.4,https://api.spotify.com/v1/audio-analysis/01uk7IzZyFNfQTDBXxx6NB,0.667,192922.0,0.523,0.0,1.0,0.334,-6.439,1.0,0.0281,103.481,3.0,https://api.spotify.com/v1/tracks/01uk7IzZyFNfQTDBXxx6NB,audio_features,spotify:track:01uk7IzZyFNfQTDBXxx6NB,0.434
732,Wait,Maroon 5,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO,4lUnFLtn8w3W76FiYDRzmO,0.0803,https://api.spotify.com/v1/audio-analysis/4lUnFLtn8w3W76FiYDRzmO,0.648,190643.0,0.603,0.0,8.0,0.112,-5.098,1.0,0.0507,126.116,4.0,https://api.spotify.com/v1/tracks/4lUnFLtn8w3W76FiYDRzmO,audio_features,spotify:track:4lUnFLtn8w3W76FiYDRzmO,0.488
733,Say It First,Sam Smith,https://open.spotify.com/track/4K1vOdIFqskQv3zoI0FdAk,4K1vOdIFqskQv3zoI0FdAk,0.757,https://api.spotify.com/v1/audio-analysis/4K1vOdIFqskQv3zoI0FdAk,0.549,247555.0,0.404,0.000176,0.0,0.114,-10.214,1.0,0.105,119.726,4.0,https://api.spotify.com/v1/tracks/4K1vOdIFqskQv3zoI0FdAk,audio_features,spotify:track:4K1vOdIFqskQv3zoI0FdAk,0.148
734,Lemon,N.E.R.D,https://open.spotify.com/track/6tUgfsOa8PLkoede5nOR7D,6tUgfsOa8PLkoede5nOR7D,0.00194,https://api.spotify.com/v1/audio-analysis/6tUgfsOa8PLkoede5nOR7D,0.919,219880.0,0.73,8.51e-05,1.0,0.101,-6.581,1.0,0.088,95.044,4.0,https://api.spotify.com/v1/tracks/6tUgfsOa8PLkoede5nOR7D,audio_features,spotify:track:6tUgfsOa8PLkoede5nOR7D,0.189
735,Sensualidad,Bad Bunny,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,5hcisvFMidkMJlElTO9Qmw,0.423,https://api.spotify.com/v1/audio-analysis/5hcisvFMidkMJlElTO9Qmw,0.807,297485.0,0.681,0.0,11.0,0.0962,-6.268,1.0,0.0983,140.006,4.0,https://api.spotify.com/v1/tracks/5hcisvFMidkMJlElTO9Qmw,audio_features,spotify:track:5hcisvFMidkMJlElTO9Qmw,0.676
736,Midnight Train,Sam Smith,https://open.spotify.com/track/1A85fOmviQuGgkF6Lww6Nd,1A85fOmviQuGgkF6Lww6Nd,0.336,https://api.spotify.com/v1/audio-analysis/1A85fOmviQuGgkF6Lww6Nd,0.722,207164.0,0.615,3.96e-05,4.0,0.185,-7.098,1.0,0.0723,95.967,4.0,https://api.spotify.com/v1/tracks/1A85fOmviQuGgkF6Lww6Nd,audio_features,spotify:track:1A85fOmviQuGgkF6Lww6Nd,0.392
737,No Peace,Sam Smith,https://open.spotify.com/track/5ZX1X9Rl4zbx1Wwyn3idVD,5ZX1X9Rl4zbx1Wwyn3idVD,0.35,https://api.spotify.com/v1/audio-analysis/5ZX1X9Rl4zbx1Wwyn3idVD,0.659,283295.0,0.54,2.84e-06,4.0,0.119,-8.065,0.0,0.077,135.655,4.0,https://api.spotify.com/v1/tracks/5ZX1X9Rl4zbx1Wwyn3idVD,audio_features,spotify:track:5ZX1X9Rl4zbx1Wwyn3idVD,0.139
738,HIM,Sam Smith,https://open.spotify.com/track/3AFPGvRzeKeNJbIbLwcz4G,3AFPGvRzeKeNJbIbLwcz4G,0.577,https://api.spotify.com/v1/audio-analysis/3AFPGvRzeKeNJbIbLwcz4G,0.574,190087.0,0.261,3.48e-05,5.0,0.32,-11.013,0.0,0.0309,84.633,4.0,https://api.spotify.com/v1/tracks/3AFPGvRzeKeNJbIbLwcz4G,audio_features,spotify:track:3AFPGvRzeKeNJbIbLwcz4G,0.305
739,"Baby, You Make Me Crazy",Sam Smith,https://open.spotify.com/track/1p1SbqeipOd4ezKUpxqaz6,1p1SbqeipOd4ezKUpxqaz6,0.00549,https://api.spotify.com/v1/audio-analysis/1p1SbqeipOd4ezKUpxqaz6,0.512,207966.0,0.657,3.05e-05,10.0,0.16,-7.714,1.0,0.101,169.865,4.0,https://api.spotify.com/v1/tracks/1p1SbqeipOd4ezKUpxqaz6,audio_features,spotify:track:1p1SbqeipOd4ezKUpxqaz6,0.482
740,Nothing Left For You,Sam Smith,https://open.spotify.com/track/4S2WtfT03YDIlXEwSX4Tjd,4S2WtfT03YDIlXEwSX4Tjd,0.591,https://api.spotify.com/v1/audio-analysis/4S2WtfT03YDIlXEwSX4Tjd,0.504,226731.0,0.308,1.61e-06,10.0,0.137,-8.605,1.0,0.0477,126.956,3.0,https://api.spotify.com/v1/tracks/4S2WtfT03YDIlXEwSX4Tjd,audio_features,spotify:track:4S2WtfT03YDIlXEwSX4Tjd,0.205
741,Corazón,Maluma,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,4lESS6vuruP6a79KWRaQou,0.283,https://api.spotify.com/v1/audio-analysis/4lESS6vuruP6a79KWRaQou,0.871,184067.0,0.768,2.25e-05,4.0,0.162,-5.401,0.0,0.122,98.989,4.0,https://api.spotify.com/v1/tracks/4lESS6vuruP6a79KWRaQou,audio_features,spotify:track:4lESS6vuruP6a79KWRaQou,0.765
742,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH,0tPQPaOKM32WgMSbPCYyRH,0.0789,https://api.spotify.com/v1/audio-analysis/0tPQPaOKM32WgMSbPCYyRH,0.721,172687.0,0.873,0.0,1.0,0.0824,-4.741,1.0,0.119,79.943,4.0,https://api.spotify.com/v1/tracks/0tPQPaOKM32WgMSbPCYyRH,audio_features,spotify:track:0tPQPaOKM32WgMSbPCYyRH,0.552
743,My Choppa Hate Niggas,21 Savage,https://open.spotify.com/track/2D2w9943rsnJOGCrI4aMQp,2D2w9943rsnJOGCrI4aMQp,0.0974,https://api.spotify.com/v1/audio-analysis/2D2w9943rsnJOGCrI4aMQp,0.862,148640.0,0.274,0.185,0.0,0.183,-5.818,0.0,0.484,77.493,4.0,https://api.spotify.com/v1/tracks/2D2w9943rsnJOGCrI4aMQp,audio_features,spotify:track:2D2w9943rsnJOGCrI4aMQp,0.146
744,Palace,Sam Smith,https://open.spotify.com/track/3zesxb7sOGbeSwUrzLUP0f,3zesxb7sOGbeSwUrzLUP0f,0.74,https://api.spotify.com/v1/audio-analysis/3zesxb7sOGbeSwUrzLUP0f,0.415,187157.0,0.196,2.81e-06,6.0,0.116,-10.368,0.0,0.0323,104.047,3.0,https://api.spotify.com/v1/tracks/3zesxb7sOGbeSwUrzLUP0f,audio_features,spotify:track:3zesxb7sOGbeSwUrzLUP0f,0.223
745,Scars,Sam Smith,https://open.spotify.com/track/6t4rYZeShwJai1YSs0tWOQ,6t4rYZeShwJai1YSs0tWOQ,0.757,https://api.spotify.com/v1/audio-analysis/6t4rYZeShwJai1YSs0tWOQ,0.448,183536.0,0.394,0.000134,2.0,0.12,-10.376,1.0,0.0997,78.603,4.0,https://api.spotify.com/v1/tracks/6t4rYZeShwJai1YSs0tWOQ,audio_features,spotify:track:6t4rYZeShwJai1YSs0tWOQ,0.4
746,The Thrill Of It All,Sam Smith,https://open.spotify.com/track/6TwcRSQgztJFw8tQDrs35D,6TwcRSQgztJFw8tQDrs35D,0.805,https://api.spotify.com/v1/audio-analysis/6TwcRSQgztJFw8tQDrs35D,0.496,208903.0,0.28,9.28e-05,10.0,0.11,-9.156,1.0,0.0616,127.149,4.0,https://api.spotify.com/v1/tracks/6TwcRSQgztJFw8tQDrs35D,audio_features,spotify:track:6TwcRSQgztJFw8tQDrs35D,0.113
747,Betrayed,Lil Xan,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,6NWl2m8asvH83xjuXVNsuG,0.416,https://api.spotify.com/v1/audio-analysis/6NWl2m8asvH83xjuXVNsuG,0.823,187453.0,0.419,0.0,10.0,0.105,-10.358,0.0,0.165,119.958,4.0,https://api.spotify.com/v1/tracks/6NWl2m8asvH83xjuXVNsuG,audio_features,spotify:track:6NWl2m8asvH83xjuXVNsuG,0.277
748,Déjala que vuelva (feat. Manuel Turizo),Piso 21,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,33bnxcjePIkcmNjEFTJX0l,0.0482,https://api.spotify.com/v1/audio-analysis/33bnxcjePIkcmNjEFTJX0l,0.681,220117.0,0.788,0.0,1.0,0.0753,-4.323,1.0,0.0785,170.019,4.0,https://api.spotify.com/v1/tracks/33bnxcjePIkcmNjEFTJX0l,audio_features,spotify:track:33bnxcjePIkcmNjEFTJX0l,0.839
749,One Day At A Time,Sam Smith,https://open.spotify.com/track/6AUuRg513AfT50d52O60fS,6AUuRg513AfT50d52O60fS,0.796,https://api.spotify.com/v1/audio-analysis/6AUuRg513AfT50d52O60fS,0.499,209380.0,0.324,0.0,1.0,0.113,-8.005,1.0,0.0333,129.639,4.0,https://api.spotify.com/v1/tracks/6AUuRg513AfT50d52O60fS,audio_features,spotify:track:6AUuRg513AfT50d52O60fS,0.335
750,Stranger Things,Kygo,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph,5gIRPQWULwrvIt0F6pY7ph,0.234,https://api.spotify.com/v1/audio-analysis/5gIRPQWULwrvIt0F6pY7ph,0.604,221440.0,0.661,0.0,0.0,0.0951,-5.914,1.0,0.0375,107.016,4.0,https://api.spotify.com/v1/tracks/5gIRPQWULwrvIt0F6pY7ph,audio_features,spotify:track:5gIRPQWULwrvIt0F6pY7ph,0.506
751,Pull Up N Wreck (With Metro Boomin),Big Sean,https://open.spotify.com/track/0Gux2yTMWYOlcBUNjGJu5p,0Gux2yTMWYOlcBUNjGJu5p,0.0129,https://api.spotify.com/v1/audio-analysis/0Gux2yTMWYOlcBUNjGJu5p,0.507,227707.0,0.442,0.000148,10.0,0.174,-7.279,1.0,0.367,173.03,4.0,https://api.spotify.com/v1/tracks/0Gux2yTMWYOlcBUNjGJu5p,audio_features,spotify:track:0Gux2yTMWYOlcBUNjGJu5p,0.107
752,Walk On Water (feat. Beyoncé),Eminem,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ,5b2QnYcT9rQIkhRWt4HztQ,0.801,https://api.spotify.com/v1/audio-analysis/5b2QnYcT9rQIkhRWt4HztQ,0.49,303781.0,0.598,0.0,9.0,0.576,-4.814,0.0,0.186,84.004,4.0,https://api.spotify.com/v1/tracks/5b2QnYcT9rQIkhRWt4HztQ,audio_features,spotify:track:5b2QnYcT9rQIkhRWt4HztQ,0.61
753,Wanted You (feat. Lil Uzi Vert),NAV,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,790MhTXPFrYkrqCKvpg4t1,0.168,https://api.spotify.com/v1/audio-analysis/790MhTXPFrYkrqCKvpg4t1,0.793,228080.0,0.718,0.0,9.0,0.241,-4.966,0.0,0.0547,146.885,4.0,https://api.spotify.com/v1/tracks/790MhTXPFrYkrqCKvpg4t1,audio_features,spotify:track:790MhTXPFrYkrqCKvpg4t1,0.649
754,Tip Toe (feat. French Montana),Jason Derulo,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,2z4pcBLQXF2BXKFvd0BuB6,0.0233,https://api.spotify.com/v1/audio-analysis/2z4pcBLQXF2BXKFvd0BuB6,0.845,187521.0,0.709,0.0,10.0,0.094,-4.547,0.0,0.0714,98.062,4.0,https://api.spotify.com/v1/tracks/2z4pcBLQXF2BXKFvd0BuB6,audio_features,spotify:track:2z4pcBLQXF2BXKFvd0BuB6,0.62
755,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm,6GNifiuBPrKFpwNBYnooFm,0.68,https://api.spotify.com/v1/audio-analysis/6GNifiuBPrKFpwNBYnooFm,0.749,268864.0,0.671,0.0,6.0,0.167,-5.151,1.0,0.0599,81.994,4.0,https://api.spotify.com/v1/tracks/6GNifiuBPrKFpwNBYnooFm,audio_features,spotify:track:6GNifiuBPrKFpwNBYnooFm,0.756
756,PICK IT UP (feat. A$AP Rocky),Famous Dex,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,3ncgNpxLoBQ65ABk4djDyd,0.0149,https://api.spotify.com/v1/audio-analysis/3ncgNpxLoBQ65ABk4djDyd,0.921,191252.0,0.467,0.000238,1.0,0.334,-8.443,1.0,0.119,135.995,4.0,https://api.spotify.com/v1/tracks/3ncgNpxLoBQ65ABk4djDyd,audio_features,spotify:track:3ncgNpxLoBQ65ABk4djDyd,0.287
757,All I Want for Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,0bYg9bo50gSsH3LtXe2SQn,0.164,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,0.335,241107.0,0.625,0.0,7.0,0.0708,-7.462,1.0,0.0386,150.277,4.0,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,audio_features,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.346
758,La Formula (feat. Chris Jeday),De La Ghetto,https://open.spotify.com/track/4XCQtUoRSh22Ep18ULmDnT,4XCQtUoRSh22Ep18ULmDnT,0.118,https://api.spotify.com/v1/audio-analysis/4XCQtUoRSh22Ep18ULmDnT,0.701,232240.0,0.845,7.8e-06,2.0,0.311,-2.738,0.0,0.0668,172.028,4.0,https://api.spotify.com/v1/tracks/4XCQtUoRSh22Ep18ULmDnT,audio_features,spotify:track:4XCQtUoRSh22Ep18ULmDnT,0.756
759,Échame La Culpa,Luis Fonsi,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,1zsG4eaZmkA1dvjDDsAGLK,0.0322,https://api.spotify.com/v1/audio-analysis/1zsG4eaZmkA1dvjDDsAGLK,0.724,173720.0,0.895,0.0,7.0,0.097,-3.617,1.0,0.0411,96.022,4.0,https://api.spotify.com/v1/tracks/1zsG4eaZmkA1dvjDDsAGLK,audio_features,spotify:track:1zsG4eaZmkA1dvjDDsAGLK,0.64
